Age,Workclass,Education-Num,Marital Status,Occupation,Relationship,Race,Sex,Capital Gain,Capital Loss,Hours per week,Country,y
55,6,14,2,10,4,4,1,0,1977,40,39,TRUE
31,4,13,4,1,3,4,0,0,0,40,39,FALSE
20,4,10,4,6,3,4,1,0,0,40,39,FALSE
37,4,14,2,4,4,4,1,0,0,40,39,TRUE
51,6,10,2,3,4,4,1,0,0,55,39,FALSE
28,4,10,2,12,4,4,1,0,1902,55,39,TRUE
24,4,11,4,12,0,4,0,0,0,40,39,FALSE
21,7,10,4,1,3,4,0,0,0,30,39,FALSE
21,4,9,4,12,0,4,1,0,0,50,39,FALSE
20,0,10,4,0,3,4,0,0,0,40,39,FALSE
35,4,9,0,1,0,4,0,0,0,45,39,FALSE
30,4,10,2,3,0,4,1,0,0,40,26,FALSE
44,6,9,2,3,4,4,1,0,0,30,39,FALSE
45,4,13,2,3,4,1,1,0,0,40,24,TRUE
42,4,6,2,4,4,4,1,0,0,40,39,FALSE
36,0,9,0,0,0,4,0,0,0,40,39,FALSE
32,4,13,0,4,0,4,0,0,0,40,39,FALSE
33,4,9,4,6,0,4,1,0,0,40,39,FALSE
27,4,5,2,3,4,4,1,0,0,32,39,FALSE
17,4,6,4,8,3,4,0,0,0,15,39,FALSE
45,2,9,4,1,1,4,0,0,0,40,39,FALSE
41,4,13,2,10,4,4,1,0,0,40,39,FALSE
19,4,10,4,7,0,4,0,0,0,35,39,FALSE
45,4,11,0,8,0,4,0,0,0,8,39,FALSE
41,5,16,2,10,4,4,1,99999,0,70,39,TRUE
34,2,9,2,8,5,4,0,0,1740,35,39,FALSE
33,4,13,4,1,0,4,1,0,0,60,39,TRUE
17,0,6,4,0,3,3,0,0,0,20,39,FALSE
51,4,13,0,12,0,4,0,0,0,60,39,FALSE
33,4,9,0,6,3,4,1,0,0,20,39,FALSE
23,4,10,4,6,2,4,0,0,0,18,39,FALSE
52,4,13,3,10,0,4,1,0,0,30,39,TRUE
36,0,10,0,0,3,4,0,0,0,32,39,FALSE
25,4,9,4,1,1,2,0,0,0,40,39,FALSE
38,0,10,2,0,5,4,0,0,0,20,39,FALSE
64,6,5,5,14,0,4,1,0,0,45,39,FALSE
42,4,14,2,10,4,4,1,7688,0,40,39,TRUE
29,4,9,4,14,3,4,1,0,0,40,39,FALSE
26,2,13,4,10,0,4,0,0,0,38,39,FALSE
38,0,9,2,0,4,4,1,0,0,24,39,FALSE
24,4,6,4,8,2,4,1,0,0,30,26,FALSE
43,1,10,2,4,4,4,1,0,0,40,39,TRUE
38,4,6,2,3,4,4,1,3103,0,40,39,TRUE
28,4,13,2,12,4,4,1,0,0,45,39,TRUE
18,0,10,4,0,3,4,0,0,0,25,39,FALSE
44,4,11,2,3,4,2,1,0,0,40,39,FALSE
81,0,9,2,0,4,4,1,0,0,18,39,FALSE
55,4,9,2,4,4,4,1,0,0,40,39,TRUE
52,4,7,6,8,1,2,0,0,0,40,39,FALSE
31,4,13,2,10,4,4,1,0,0,40,39,TRUE
35,4,9,0,1,1,4,0,0,0,40,39,FALSE
39,4,9,4,7,1,2,0,0,0,36,39,FALSE
27,4,9,4,14,3,4,1,0,0,40,39,FALSE
23,7,10,4,1,0,4,1,0,0,15,39,FALSE
26,4,7,5,3,2,4,1,2907,0,50,39,FALSE
33,4,11,4,8,0,4,1,0,0,40,5,FALSE
39,4,10,4,3,1,4,0,0,0,40,39,FALSE
44,4,9,0,14,0,4,1,0,0,40,39,FALSE
38,4,9,0,4,1,4,0,0,0,40,39,FALSE
18,4,8,4,8,3,4,1,0,0,15,39,FALSE
54,4,9,6,8,0,4,0,0,0,15,39,FALSE
45,4,9,4,1,3,2,0,0,0,40,39,FALSE
43,4,14,2,4,4,1,1,0,0,40,19,TRUE
23,2,13,4,10,3,4,0,0,0,40,39,FALSE
37,4,10,4,4,0,4,1,2174,0,40,39,FALSE
33,6,7,2,3,4,4,1,0,0,50,39,FALSE
45,4,13,2,14,4,4,1,0,0,50,39,TRUE
32,5,13,4,4,0,4,1,0,0,55,39,FALSE
47,4,4,2,3,4,4,1,0,0,40,39,FALSE
44,4,12,2,10,4,4,1,0,0,40,39,TRUE
22,4,9,4,7,3,4,1,0,0,40,39,FALSE
17,4,7,4,12,3,4,1,0,0,30,39,FALSE
64,5,16,2,4,4,4,1,0,1902,60,39,TRUE
30,2,13,2,11,4,4,1,0,0,45,39,TRUE
51,4,13,2,10,4,4,1,0,0,70,39,TRUE
26,7,9,4,11,0,4,1,0,0,40,39,FALSE
31,4,10,4,12,0,4,0,0,1504,40,39,FALSE
50,4,7,2,3,4,4,1,0,0,40,39,FALSE
18,0,10,4,0,3,4,1,594,0,10,39,FALSE
63,4,9,4,4,3,4,0,0,0,40,39,FALSE
48,4,11,2,4,4,4,1,0,0,43,39,TRUE
37,5,13,2,12,4,4,1,0,2415,50,39,TRUE
51,0,9,2,0,4,4,1,0,0,28,39,FALSE
29,4,9,4,4,0,4,0,0,0,38,39,FALSE
69,4,14,2,10,4,4,1,0,0,25,39,FALSE
56,4,9,2,14,4,4,1,0,0,60,39,FALSE
26,0,13,2,0,5,4,0,0,0,40,39,FALSE
39,2,14,2,10,4,4,1,7298,0,40,39,TRUE
42,6,9,5,8,0,4,0,0,0,22,39,FALSE
41,1,9,2,13,4,4,1,0,0,40,39,TRUE
45,4,9,2,7,4,4,1,0,1887,40,39,TRUE
23,4,10,4,1,3,4,1,0,0,40,39,FALSE
29,4,13,4,10,0,4,1,0,0,50,39,TRUE
34,4,10,2,3,4,4,1,0,0,50,39,FALSE
31,0,13,2,0,5,4,0,0,1902,20,39,TRUE
46,2,13,2,10,5,4,0,0,0,40,39,TRUE
46,8,9,2,7,5,4,0,0,0,25,39,FALSE
33,4,3,5,8,1,4,0,0,0,40,26,FALSE
46,4,11,2,1,4,4,1,0,0,40,39,FALSE
26,4,9,4,8,3,2,0,0,0,40,39,FALSE
49,2,13,0,10,1,4,0,0,0,50,10,FALSE
66,0,9,6,0,0,3,0,0,0,35,33,FALSE
55,7,9,2,13,5,4,0,0,1887,40,39,TRUE
35,4,9,2,7,4,4,1,0,0,40,39,FALSE
27,4,10,0,1,1,4,0,0,0,40,39,FALSE
31,4,9,4,4,3,4,0,0,0,40,39,FALSE
47,4,10,5,1,1,4,0,0,0,16,11,FALSE
48,6,9,2,3,4,4,1,0,0,40,39,TRUE
27,4,10,4,1,0,4,0,0,0,56,39,FALSE
38,4,9,0,1,0,4,0,0,0,40,39,FALSE
27,4,9,2,4,5,4,0,0,0,40,39,FALSE
23,0,12,4,0,3,4,1,0,1721,20,39,FALSE
17,4,8,4,8,3,4,1,0,0,15,39,FALSE
44,7,13,2,4,4,4,1,0,0,40,39,TRUE
26,4,9,2,12,4,4,1,0,0,48,39,FALSE
37,4,9,4,14,2,4,0,0,0,40,39,FALSE
49,4,13,2,4,4,4,1,0,0,55,39,TRUE
42,4,9,2,3,4,4,1,0,0,40,39,TRUE
26,4,13,4,10,0,4,0,0,0,40,39,FALSE
73,0,11,3,0,0,4,0,0,0,32,39,FALSE
44,4,10,2,3,4,4,1,0,0,40,39,FALSE
47,4,14,4,10,0,4,0,0,0,40,39,FALSE
28,0,10,0,0,3,4,0,0,0,20,0,FALSE
49,4,10,0,13,0,4,1,0,0,40,39,FALSE
17,4,9,4,12,3,4,0,0,0,20,39,FALSE
42,4,10,0,10,0,4,1,0,0,40,39,FALSE
30,4,6,2,3,4,4,1,0,0,40,39,FALSE
36,7,11,2,13,4,1,1,0,0,37,17,FALSE
53,4,13,4,10,0,4,0,0,0,40,39,FALSE
23,4,9,2,6,4,2,1,0,0,40,39,FALSE
35,4,9,0,8,0,4,0,0,0,40,39,FALSE
32,4,7,4,3,0,0,1,13550,0,60,39,TRUE
39,4,13,6,10,1,4,0,0,0,50,31,TRUE
40,4,14,2,10,4,4,1,0,0,60,39,FALSE
28,4,10,2,1,4,4,1,0,0,40,39,FALSE
32,4,9,4,14,3,4,1,0,0,40,39,FALSE
42,4,10,4,1,3,4,0,0,0,40,39,FALSE
35,4,13,4,1,0,4,0,0,0,43,39,FALSE
35,4,8,4,7,1,2,0,0,0,40,39,FALSE
21,4,9,4,7,3,4,1,0,0,40,39,FALSE
71,4,4,6,4,0,4,1,6097,0,40,39,TRUE
31,4,9,5,8,0,4,1,0,0,40,39,FALSE
25,2,10,4,1,1,2,0,0,0,40,39,FALSE
35,4,9,4,1,3,4,0,6849,0,40,39,FALSE
24,4,9,4,8,2,4,1,0,0,25,39,FALSE
69,4,10,2,12,4,4,1,0,0,25,39,FALSE
35,6,14,2,12,4,1,1,0,0,40,0,TRUE
35,4,13,2,12,4,4,1,0,0,40,39,FALSE
42,4,13,4,12,0,4,1,10520,0,50,39,TRUE
51,4,11,2,13,4,4,1,0,0,40,39,TRUE
48,4,9,0,14,0,4,1,0,0,44,39,FALSE
49,4,11,2,1,4,4,1,0,0,40,39,FALSE
53,4,12,2,4,4,4,1,2407,0,99,39,FALSE
43,4,10,2,1,4,4,1,0,0,40,39,FALSE
53,4,13,2,4,4,4,1,0,0,40,39,TRUE
35,4,9,4,7,3,4,1,0,0,40,39,FALSE
36,4,9,4,8,0,4,0,0,0,40,39,FALSE
34,2,14,4,10,0,4,0,0,0,40,39,FALSE
48,4,10,2,8,4,4,1,0,0,40,39,TRUE
53,4,9,0,1,0,4,0,0,0,40,39,FALSE
37,4,10,0,6,3,4,1,0,1504,40,39,FALSE
49,7,15,0,4,0,4,0,0,0,40,39,FALSE
30,0,10,2,0,4,4,1,0,0,40,39,FALSE
41,4,9,2,3,4,4,1,0,0,40,39,FALSE
25,4,10,4,8,3,4,0,0,0,40,39,FALSE
24,4,10,2,3,4,4,1,0,0,65,39,FALSE
34,4,9,4,3,3,4,1,0,0,40,39,FALSE
29,4,9,4,3,1,4,0,0,0,42,39,FALSE
23,4,13,4,13,0,2,0,0,0,45,39,FALSE
46,4,10,5,12,0,4,1,0,0,42,39,FALSE
20,4,10,4,8,3,4,0,0,0,15,39,FALSE
63,4,8,2,3,4,4,1,0,0,40,39,FALSE
40,6,14,2,12,4,4,1,3103,0,50,39,FALSE
33,4,12,0,10,0,4,1,0,0,50,39,FALSE
24,1,10,4,1,3,2,0,0,0,40,39,FALSE
36,4,10,4,8,3,4,1,0,0,45,39,FALSE
25,4,9,4,10,3,4,1,0,0,40,39,FALSE
54,2,5,2,8,4,4,1,0,0,40,39,FALSE
50,6,13,0,12,0,4,1,0,0,50,39,FALSE
58,7,13,2,4,4,4,1,0,0,40,39,FALSE
17,4,7,4,8,3,4,1,0,0,20,9,FALSE
40,4,9,2,4,4,4,1,7688,0,50,39,TRUE
27,4,13,4,12,3,4,1,0,0,40,39,FALSE
20,4,9,5,12,3,4,0,0,0,26,39,FALSE
22,4,7,2,3,4,4,1,0,0,35,39,FALSE
80,6,7,2,4,4,4,1,0,0,25,39,FALSE
52,4,9,0,14,0,4,1,0,0,45,39,FALSE
40,1,13,2,1,4,4,1,7298,0,48,39,TRUE
48,4,6,5,7,3,4,0,0,0,48,39,FALSE
62,4,9,2,6,4,4,1,0,0,25,39,FALSE
32,4,12,2,13,4,4,1,0,0,42,39,TRUE
21,0,10,4,0,0,4,0,0,0,28,39,FALSE
58,1,13,2,4,4,4,1,0,0,40,39,TRUE
37,6,14,2,4,4,4,1,0,0,60,39,TRUE
29,5,16,2,10,4,4,1,0,0,35,39,TRUE
25,4,9,4,8,0,4,1,0,0,40,39,FALSE
26,4,10,4,7,3,4,1,0,0,40,39,FALSE
50,4,10,2,12,4,4,1,0,0,50,39,FALSE
30,1,13,2,10,4,4,1,0,0,40,39,TRUE
30,2,13,2,10,4,4,1,0,0,80,39,FALSE
59,4,9,6,8,0,4,0,0,0,10,39,FALSE
36,4,9,4,6,3,4,1,0,0,40,39,FALSE
37,4,14,2,4,4,4,1,0,0,50,7,TRUE
42,4,13,2,4,5,4,0,0,0,40,39,TRUE
34,4,13,2,4,4,2,1,0,0,45,39,TRUE
27,6,5,2,3,4,4,1,0,0,40,39,FALSE
39,4,13,2,13,4,4,1,0,0,50,39,TRUE
41,4,11,2,8,4,1,1,7298,0,60,19,TRUE
34,6,13,2,3,4,1,1,15024,0,70,35,TRUE
41,4,10,2,4,4,4,1,0,0,40,39,FALSE
50,4,10,0,1,1,2,0,0,0,40,39,FALSE
18,4,9,4,6,2,4,0,0,0,28,39,FALSE
23,4,13,4,4,3,4,0,0,0,15,39,FALSE
26,4,9,2,3,4,4,1,0,0,48,39,FALSE
38,4,10,2,14,4,4,1,7298,0,60,39,TRUE
27,4,10,2,10,4,4,1,0,0,88,39,FALSE
21,4,6,4,6,0,3,1,0,0,40,6,FALSE
41,4,9,2,8,4,4,1,0,0,40,39,FALSE
42,6,12,0,3,3,0,1,0,0,35,39,FALSE
25,4,6,4,7,3,4,1,0,0,40,39,FALSE
43,4,13,2,12,4,4,1,0,0,40,39,TRUE
23,4,10,4,6,3,4,1,0,0,15,39,FALSE
40,2,13,2,10,4,4,1,7688,0,40,39,TRUE
23,4,10,4,12,3,2,1,0,0,9,39,FALSE
18,4,7,4,8,0,4,0,0,0,20,39,FALSE
37,4,13,4,4,0,4,1,0,0,50,39,FALSE
58,4,5,2,7,4,2,1,3781,0,40,39,FALSE
36,4,10,4,3,0,4,1,0,0,40,39,FALSE
36,4,12,2,10,4,4,1,0,0,40,39,TRUE
25,4,11,2,10,5,4,0,7688,0,40,39,TRUE
62,4,13,2,4,4,4,1,15024,0,40,39,TRUE
34,4,10,2,14,4,4,1,4064,0,40,39,FALSE
27,4,13,4,10,0,4,0,4865,0,36,39,FALSE
23,4,9,4,12,3,4,1,0,0,35,39,FALSE
55,4,9,0,1,0,4,0,0,0,40,39,FALSE
42,4,9,2,7,4,4,1,0,0,40,39,FALSE
22,4,9,4,1,3,2,0,0,0,38,39,FALSE
44,4,12,2,12,4,4,1,4386,0,40,39,TRUE
42,2,10,2,14,4,4,1,0,0,40,39,FALSE
21,4,9,4,1,1,4,1,0,0,40,39,FALSE
25,4,12,0,1,0,2,0,0,0,45,39,FALSE
31,4,2,5,6,1,4,1,0,0,35,16,FALSE
42,4,10,0,3,0,4,1,0,0,38,39,FALSE
26,4,5,2,3,4,4,1,0,0,20,39,FALSE
62,4,10,2,4,4,4,1,0,1977,98,39,TRUE
28,4,13,2,4,4,4,1,5178,0,50,39,TRUE
34,4,14,2,4,4,4,1,0,0,40,39,FALSE
51,4,13,2,6,4,4,1,0,0,40,39,FALSE
45,2,14,2,10,5,4,0,0,0,45,39,TRUE
44,4,10,2,14,4,4,1,0,0,50,39,TRUE
47,0,4,2,0,4,4,1,0,0,10,39,FALSE
35,4,10,3,5,3,4,1,0,0,40,39,FALSE
46,4,4,2,14,4,4,1,0,0,40,39,FALSE
46,4,12,4,13,0,4,1,0,0,56,39,FALSE
46,4,13,2,4,4,4,1,0,0,53,39,TRUE
66,6,13,2,4,4,4,1,0,0,8,39,TRUE
34,7,9,5,1,1,4,0,0,0,20,39,FALSE
26,4,12,2,12,4,4,1,0,0,40,39,FALSE
29,4,9,2,3,4,4,1,0,0,40,39,TRUE
30,4,9,4,8,0,2,1,0,0,40,0,FALSE
23,4,13,4,1,3,4,0,0,0,40,39,FALSE
46,4,5,2,7,5,4,0,0,0,40,39,FALSE
44,0,6,2,0,4,4,1,0,0,40,39,FALSE
54,4,14,2,12,4,4,1,0,0,68,39,TRUE
54,6,4,2,5,4,4,1,0,0,60,39,FALSE
71,4,5,6,12,1,4,0,0,0,13,39,FALSE
51,4,8,2,3,4,4,1,0,0,45,39,FALSE
32,4,9,4,3,0,4,1,0,0,40,39,FALSE
75,0,9,1,0,5,4,0,2653,0,14,39,FALSE
57,4,7,3,3,0,4,1,0,0,40,2,FALSE
34,4,5,4,3,0,4,1,0,0,40,39,FALSE
40,4,13,0,12,0,4,1,14084,0,40,39,TRUE
21,4,9,4,4,3,4,0,0,0,40,39,FALSE
50,4,14,2,10,4,4,1,0,0,40,39,TRUE
32,4,11,4,3,0,4,1,0,0,44,21,FALSE
37,2,13,2,10,5,4,0,0,0,50,39,TRUE
19,4,4,2,3,4,4,1,0,0,99,39,FALSE
64,4,9,6,1,0,4,0,0,0,30,39,FALSE
17,4,7,4,8,3,2,1,0,0,20,39,FALSE
37,4,11,2,8,4,4,1,0,0,40,39,FALSE
32,4,10,4,3,0,4,1,4650,0,45,39,FALSE
20,4,10,4,8,3,2,1,0,0,20,39,FALSE
39,6,16,4,10,0,4,1,4787,0,40,39,TRUE
18,4,8,4,6,3,4,1,0,0,40,4,FALSE
42,4,14,2,10,4,4,1,0,1902,50,39,TRUE
43,4,10,2,12,4,4,1,3103,0,40,39,TRUE
42,4,13,2,1,4,4,1,0,0,55,39,TRUE
53,2,13,2,10,5,4,0,0,0,60,39,TRUE
52,4,9,2,12,4,4,1,0,0,40,39,FALSE
51,4,6,4,5,3,4,1,0,0,40,39,FALSE
77,5,10,2,12,4,4,1,0,0,8,39,FALSE
25,4,10,4,12,3,2,0,3418,0,30,39,FALSE
38,2,10,4,10,3,4,1,0,0,40,39,FALSE
20,4,9,4,8,0,4,1,0,0,40,39,FALSE
23,4,9,4,3,0,4,1,0,0,30,39,FALSE
27,4,9,4,1,3,4,0,0,0,40,39,FALSE
19,4,7,4,8,3,4,0,0,0,40,39,FALSE
41,4,13,2,12,4,4,1,0,0,40,39,TRUE
47,1,10,2,4,4,2,1,0,0,40,39,FALSE
72,0,13,5,0,0,4,0,991,0,7,39,FALSE
42,4,14,4,4,0,4,0,4650,0,40,39,FALSE
36,4,13,2,12,4,4,1,0,0,40,39,TRUE
42,5,14,2,5,4,4,1,0,0,60,39,TRUE
24,4,13,4,1,3,4,0,0,0,40,39,FALSE
22,4,9,4,6,3,4,1,0,0,40,39,FALSE
29,4,2,2,8,4,4,1,0,0,40,0,FALSE
42,4,15,2,4,4,4,1,15024,0,40,39,TRUE
24,4,13,4,10,3,4,1,0,0,20,39,FALSE
41,4,10,2,1,4,4,1,0,0,45,39,TRUE
29,4,9,4,11,0,1,1,0,0,40,30,FALSE
36,4,9,0,3,3,4,1,0,0,40,39,FALSE
78,5,9,6,12,0,4,1,0,0,45,39,TRUE
43,4,11,2,13,5,4,0,0,1902,32,39,TRUE
34,7,10,5,4,3,4,0,0,0,40,39,FALSE
20,0,10,4,0,3,4,0,0,0,40,39,FALSE
24,4,8,2,3,4,4,1,0,0,40,39,FALSE
36,1,11,2,13,4,4,1,0,0,40,39,FALSE
49,4,10,2,12,4,4,1,0,0,44,39,FALSE
21,4,5,4,14,3,4,1,0,0,40,39,FALSE
51,4,12,5,8,0,2,0,0,0,40,39,FALSE
30,4,9,2,13,4,4,1,0,0,40,39,FALSE
37,4,9,4,3,0,4,1,0,0,40,39,FALSE
30,4,11,4,1,0,4,0,0,0,40,39,FALSE
20,0,10,4,0,2,2,1,34095,0,10,39,FALSE
46,4,9,2,3,4,4,1,0,0,40,39,FALSE
24,2,9,4,8,3,4,1,0,0,40,39,FALSE
32,4,13,2,12,4,4,1,0,0,42,39,TRUE
36,4,10,0,10,0,4,1,0,0,50,39,FALSE
30,4,7,3,6,1,4,0,0,0,40,39,FALSE
60,7,10,2,14,4,4,1,0,0,40,39,FALSE
56,2,10,0,4,0,4,0,0,0,40,39,FALSE
57,4,7,2,7,4,4,1,0,0,40,39,FALSE
61,1,13,2,4,5,4,0,0,0,40,39,FALSE
50,4,9,2,3,4,4,1,0,0,40,39,TRUE
56,6,9,2,4,4,4,1,0,0,48,39,FALSE
61,5,10,2,12,4,4,1,0,1902,35,39,TRUE
45,4,14,0,4,1,4,1,7430,0,70,39,TRUE
31,4,14,2,10,4,4,1,5178,0,40,39,TRUE
60,6,9,4,4,0,2,1,0,2559,50,39,TRUE
26,4,10,2,10,4,4,1,0,0,40,39,FALSE
56,6,7,2,8,5,4,0,0,0,40,39,FALSE
45,4,7,6,8,1,4,0,0,0,40,39,FALSE
28,4,12,4,4,0,4,1,0,0,65,39,TRUE
45,6,10,2,4,4,0,1,0,0,40,39,FALSE
58,4,5,2,6,4,4,1,0,0,40,39,FALSE
38,4,11,4,13,0,4,0,2354,0,40,39,FALSE
23,4,13,4,4,3,4,0,0,0,40,39,FALSE
49,4,9,2,3,4,4,1,0,0,40,39,TRUE
19,4,10,4,12,3,4,0,0,0,25,39,FALSE
22,4,9,4,8,3,4,1,0,0,40,39,FALSE
23,4,9,2,7,4,4,1,0,0,50,39,FALSE
23,4,9,2,1,5,4,0,3908,0,40,39,FALSE
40,4,9,2,3,4,4,1,0,0,25,39,FALSE
55,1,13,4,10,0,4,0,0,0,40,39,FALSE
34,7,11,4,10,0,4,0,0,0,40,39,FALSE
21,4,9,2,7,4,2,1,0,0,40,39,FALSE
28,4,9,4,8,3,4,0,0,0,40,39,FALSE
43,1,13,3,13,0,1,1,0,0,40,39,FALSE
17,4,5,4,14,0,4,1,0,0,20,39,FALSE
51,6,6,6,14,2,4,0,0,0,40,39,FALSE
37,4,9,2,12,4,4,1,0,0,40,39,TRUE
54,5,13,2,12,4,4,1,0,0,50,39,TRUE
24,4,13,4,12,0,4,1,0,0,30,39,FALSE
35,4,9,2,3,4,4,1,0,0,40,39,TRUE
48,4,9,4,7,0,2,0,2174,0,40,39,FALSE
23,4,11,4,7,3,4,1,0,0,40,39,FALSE
24,4,9,4,9,0,4,0,0,0,45,9,FALSE
24,4,11,4,1,3,4,0,0,0,20,39,FALSE
50,4,4,2,3,4,4,1,3411,0,40,39,FALSE
34,4,9,2,14,4,4,1,0,0,40,39,TRUE
45,4,9,0,1,0,4,0,0,0,40,39,FALSE
36,4,7,4,3,3,4,1,0,0,40,39,FALSE
33,4,13,2,4,4,4,1,0,0,45,39,TRUE
21,4,9,4,8,3,4,0,0,0,20,39,FALSE
32,4,9,2,3,4,4,1,0,0,40,39,FALSE
22,4,3,4,5,2,4,1,0,0,40,26,FALSE
53,4,9,2,13,4,4,1,0,0,40,39,TRUE
36,4,9,2,7,4,4,1,0,0,40,39,FALSE
22,4,13,4,12,3,4,1,0,0,40,39,FALSE
47,4,9,2,11,5,2,0,0,0,40,39,FALSE
25,0,10,4,0,0,0,0,0,0,20,39,FALSE
30,4,9,0,7,1,4,0,0,0,20,39,FALSE
49,0,9,6,0,0,2,0,0,0,40,39,FALSE
23,4,10,4,12,3,4,1,0,0,40,39,FALSE
40,4,6,5,14,3,4,1,0,0,35,39,FALSE
45,2,12,0,13,3,4,1,0,0,40,39,FALSE
61,2,13,2,10,4,4,1,0,0,42,39,FALSE
35,4,9,0,4,1,4,0,0,0,55,39,FALSE
20,4,10,4,8,3,4,0,0,0,25,39,FALSE
27,4,6,4,1,3,4,1,0,0,60,39,FALSE
23,4,9,4,1,3,4,0,0,0,40,39,FALSE
25,4,13,2,10,4,4,1,0,0,40,0,FALSE
65,2,10,6,1,0,4,0,0,0,35,39,FALSE
25,4,9,4,1,1,2,0,0,0,40,39,FALSE
49,4,13,2,12,4,1,1,0,1977,50,35,TRUE
45,4,13,0,1,1,4,0,0,0,40,11,FALSE
46,4,14,0,4,1,4,0,0,323,45,39,FALSE
67,4,9,6,12,0,4,0,0,0,32,39,FALSE
40,4,9,6,7,1,4,0,0,0,40,39,FALSE
51,4,10,2,4,4,4,1,0,0,60,39,TRUE
44,6,13,2,4,4,4,1,0,2415,50,39,TRUE
35,4,9,2,14,4,4,1,0,0,60,39,FALSE
28,4,10,4,12,0,4,1,0,0,40,39,FALSE
44,4,9,0,6,0,4,0,0,0,48,39,FALSE
37,4,10,2,3,4,4,1,0,0,50,39,TRUE
54,4,10,2,14,4,4,1,0,0,45,39,TRUE
33,1,15,2,10,5,4,0,0,0,40,39,TRUE
46,4,9,0,4,0,4,0,0,0,40,39,FALSE
45,4,14,2,4,4,4,1,4386,0,40,39,FALSE
27,4,12,4,4,0,4,1,3325,0,40,39,FALSE
49,4,14,2,12,4,4,1,0,0,50,39,TRUE
51,4,9,0,12,0,4,1,0,0,45,39,FALSE
27,4,9,2,6,4,4,1,0,0,40,39,FALSE
36,4,9,2,7,4,4,1,0,0,40,39,FALSE
59,4,13,2,10,4,4,1,15024,0,40,39,TRUE
24,4,10,4,12,3,4,0,0,0,15,39,FALSE
66,0,11,6,0,0,4,0,0,0,40,39,FALSE
31,4,9,4,8,3,4,0,0,0,38,39,FALSE
35,1,16,4,10,0,0,0,0,0,60,39,TRUE
34,4,13,2,8,5,1,0,7688,0,50,30,TRUE
50,4,10,2,11,4,2,1,0,0,70,39,TRUE
43,5,9,2,12,4,4,1,0,0,50,39,FALSE
21,4,5,4,3,3,4,1,0,0,30,8,FALSE
33,4,5,4,8,0,4,1,0,0,45,8,FALSE
48,4,10,0,1,0,4,0,0,1590,38,39,FALSE
22,4,9,4,9,3,4,0,0,0,36,39,FALSE
29,4,14,2,4,4,1,1,0,0,40,24,FALSE
42,6,11,2,10,4,4,1,0,0,40,39,FALSE
28,6,9,2,3,4,4,1,0,0,50,18,FALSE
36,4,9,4,10,0,4,0,0,0,38,39,FALSE
66,2,9,6,8,0,4,0,0,0,25,39,FALSE
44,4,13,2,10,5,4,0,0,0,20,39,FALSE
45,2,10,0,1,1,2,0,0,0,40,39,FALSE
49,4,9,0,8,3,2,0,0,0,40,39,FALSE
36,4,13,0,10,1,4,0,0,0,45,8,FALSE
48,4,7,2,6,4,4,1,0,0,60,39,FALSE
19,4,9,4,14,3,4,1,0,0,40,39,FALSE
36,4,13,2,1,4,4,1,0,0,40,39,TRUE
41,4,14,2,4,4,4,1,0,0,45,39,TRUE
32,4,10,2,12,4,4,1,0,0,50,39,FALSE
49,4,9,2,3,4,4,1,0,0,40,39,TRUE
51,6,9,2,4,5,4,0,0,0,40,39,FALSE
20,4,10,0,8,3,4,0,0,0,29,39,FALSE
39,4,13,4,1,3,4,0,0,0,40,39,FALSE
38,4,9,2,13,4,4,1,0,0,40,39,TRUE
19,4,10,4,8,3,4,0,0,0,25,39,FALSE
29,2,13,4,6,3,4,1,0,0,40,39,FALSE
52,5,9,2,12,4,1,1,0,0,40,39,TRUE
22,4,11,4,3,0,4,1,0,0,44,39,FALSE
44,5,10,2,4,4,4,1,0,0,80,39,FALSE
43,4,9,0,3,0,4,1,0,0,40,39,FALSE
41,2,10,2,14,4,4,1,3942,0,40,39,FALSE
63,0,9,2,0,4,4,1,0,0,40,39,FALSE
40,4,11,5,12,0,2,1,0,0,44,39,FALSE
40,4,13,4,4,0,4,1,0,0,30,2,FALSE
18,4,7,4,12,3,4,0,0,0,15,39,FALSE
57,5,15,2,10,4,1,1,0,0,50,36,TRUE
54,2,13,2,4,4,1,1,0,0,40,30,TRUE
44,4,13,0,10,1,4,0,0,0,40,39,FALSE
20,4,10,4,12,0,4,1,0,0,30,39,FALSE
40,4,10,2,8,5,4,0,0,0,40,34,FALSE
29,4,10,4,14,1,4,1,0,0,40,39,FALSE
22,4,13,4,1,0,4,1,0,0,40,39,FALSE
44,4,14,2,4,4,4,1,5178,0,40,39,TRUE
45,4,10,0,12,3,4,1,0,0,45,39,FALSE
52,4,13,2,10,4,4,1,0,0,40,39,TRUE
57,4,9,5,7,0,4,1,2174,0,40,5,FALSE
51,2,9,0,11,0,4,1,0,0,40,39,FALSE
23,4,13,4,12,3,2,1,0,0,10,39,FALSE
22,4,11,2,8,4,4,1,0,0,44,39,FALSE
37,4,10,0,4,0,4,0,0,0,40,39,TRUE
58,1,9,0,1,1,2,0,0,0,40,39,FALSE
61,4,6,6,5,1,4,1,0,0,20,39,FALSE
30,4,14,4,10,0,4,0,0,0,45,39,FALSE
23,4,10,4,1,3,4,0,0,0,40,39,FALSE
30,4,6,0,8,0,0,1,0,0,40,39,FALSE
18,4,9,4,8,3,4,1,0,0,25,2,FALSE
34,4,10,2,8,5,4,0,0,1628,12,0,FALSE
